filename,ru_title,ru_author,gpt_description,eng_title,eng_author
./data/195828247.jpg,Озеро. Русь. 1899-1900,Исаак Ильич Левитан,a painting of a lake with clouds in the sky,"Lake, Rus. 1899-1900.",Isaac Ilyich Levittan
./data/588589477.jpg,Ранняя весна. 1892,Исаак Ильич Левитан,a painting of a farm with hay and trees,Early spring. 1892.,Isaac Ilyich Levittan
./data/754318237.jpg,Свежий ветер. Волга. 1895,Исаак Ильич Левитан,a painting of boats in the water,"Fresh wind, Volga, 1895.",Isaac Ilyich Levittan
./data/628717041.jpg,У берега моря. Крым. 1886,Исаак Ильич Левитан,a rocky shore with rocks and a boat in the distance,"By the seaside, Crimea, 1886.",Isaac Ilyich Levittan
./data/843032836.jpg,Цветущие яблони3. 1896,Исаак Ильич Левитан,a painting of a park with trees and grass,Flowers of apples.3 1896,Isaac Ilyich Levittan
./data/862066650.jpg,Автопортрет. 1880-е,Исаак Ильич Левитан,a painting of a man with a beard,Autoportrait. 1880s.,Isaac Ilyich Levittan
./data/432254028.jpg,Весна пришла,Исаак Ильич Левитан,a painting of a farm with a stream running through it,Spring's here.,Isaac Ilyich Levittan
./data/98765432.jpg,Март. 1895,Исаак Ильич Левитан,a painting of a house in the snow,March 1895,Isaac Ilyich Levittan
./data/750006103.jpg,Ранняя весна. 1898,Исаак Ильич Левитан,a painting of snow on the ground,Early spring. 1898.,Isaac Ilyich Levittan
./data/607678222.jpg,Сирень. 1893,Исаак Ильич Левитан,a painting of a vase with blue flowers,Breath. 1893,Isaac Ilyich Levittan
./data/799774169.jpg,Берег реки,Исаак Ильич Левитан,a painting of a beach with a boat in the water,Riverside,Isaac Ilyich Levittan
./data/452056884.jpg,Березовая роща,Исаак Ильич Левитан,a painting of a path through a forest,Berez grove,Isaac Ilyich Levittan
./data/518716430.jpg,Лунная ночь. 1899,Исаак Ильич Левитан,a painting of trees in the distance,Moon night. 1899.,Isaac Ilyich Levittan
./data/335162353.jpg,Весна. Последний снег1. 1895,Исаак Ильич Левитан,a painting of a river in the woods,"Spring, last snow.",Isaac Ilyich Levittan
./data/956411743.jpg,Деревня,Исаак Ильич Левитан,a painting of a rural scene with houses,Village,Isaac Ilyich Levittan
./data/720452880.jpg,На севере. 1896,Исаак Ильич Левитан,a painting of trees and water in the background,North. 1896.,Isaac Ilyich Levittan
./data/744540405.jpg,Озеро. Осень1. Конец 1890-х,Исаак Ильич Левитан,a painting of boats on a river,Lake Autumn 1 The End of 1890s,Isaac Ilyich Levittan
./data/944107055.jpg,В начале марта. 1900,Исаак Ильич Левитан,a painting of a snowy scene with trees,In early March 1900.,Isaac Ilyich Levittan
./data/635665893.jpg,Васильсурск. 1887,Исаак Ильич Левитан,a painting of a river with trees and clouds,Vasilsursk. 1887,Isaac Ilyich Levittan
./data/179541015.jpg,Осень. 1890-е,Исаак Ильич Левитан,a painting of trees in autumn,Autumn. 1890th,Isaac Ilyich Levittan
./data/643878173.jpg,Осень. Дорога в деревне. 1877,Исаак Ильич Левитан,a painting of a farm with a tree in the background,"Autumn, the road in the village. 1877.",Isaac Ilyich Levittan
./data/993325805.jpg,Портрет писателя Антона Павловича Чехова. 1885-1886,Исаак Ильич Левитан,a painting of a man in a blue shirt,A portrait of the writer Anton Pavlović Chekov. 1885-1886,Isaac Ilyich Levittan
./data/913235473.jpg,Церковь в Плёсе. 1888,Исаак Ильич Левитан,a painting of a barn with a steeple,Church in Ples. 1888,Isaac Ilyich Levittan
./data/673129272.jpg,Заросший пруд,Исаак Ильич Левитан,a painting of a tree in a pond,It's a grown-up pond.,Isaac Ilyich Levittan
./data/196542358.jpg,Облака. 1890-е,Исаак Ильич Левитан,a painting of clouds in the sky,Clouds. 1890s.,Isaac Ilyich Levittan
./data/624459838.jpg,Одуванчики. 1889,Исаак Ильич Левитан,a painting of flowers in a vase on a table,Dandelions. 1889.,Isaac Ilyich Levittan
./data/597927856.jpg,Полустанок. 1880-е,Исаак Ильич Левитан,a painting of a bridge with a windmill in the background,Semi-stopper. 1880s.,Isaac Ilyich Levittan
./data/867669677.jpg,Черемуха. Начало 1880-х,Исаак Ильич Левитан,a painting of a tree in front of a house,It's the beginning of the 1880s.,Isaac Ilyich Levittan
./data/275753784.jpg,Деревня на берегу реки. 1883,Исаак Ильич Левитан,a painting of a river with houses in the background,The village on the river bank. 1883,Isaac Ilyich Levittan
./data/757943725.jpg,Домик с ракитами. Первая половина 1880-х,Исаак Ильич Левитан,a painting of a farm with a thatched house,It's the first half of the 1880s.,Isaac Ilyich Levittan
./data/232659912.jpg,Лесная речка. 1886-1887,Исаак Ильич Левитан,a painting of a river with trees in the background,Forest River 1886-1887,Isaac Ilyich Levittan
./data/992364501.jpg,Лесные фиалки и незабудки. 1889,Исаак Ильич Левитан,a painting of flowers in a vase,Forest violets and unforgettables. 1889,Isaac Ilyich Levittan
./data/121917724.jpg,Солнечный день. Деревня. 1898,Исаак Ильич Левитан,a painting of a house in the countryside,"It's a sunny day, a village, 1898.",Isaac Ilyich Levittan
./data/886126708.jpg,Тихая обитель3. 1890,Исаак Ильич Левитан,a painting of a bridge over a river,Quiet abode.3 1890,Isaac Ilyich Levittan
./data/792028808.jpg,Вечер на Волге2. 1888,Исаак Ильич Левитан,a painting of a lake with boats on the shore,Evening at Volga 2. 1888,Isaac Ilyich Levittan
./data/176684570.jpg,Дорожка. 1890-е,Исаак Ильич Левитан,a painting of a dirt road with trees and bushes,Track. 1890s.,Isaac Ilyich Levittan
./data/870471191.jpg,Дубовая роща. Осень. 1880,Исаак Ильич Левитан,a painting of trees in the fall,Autumn 1880.,Isaac Ilyich Levittan
./data/685159301.jpg,Зима. 1895,Исаак Ильич Левитан,a painting of a snowy landscape with trees and snow,Winter. 1895,Isaac Ilyich Levittan
./data/986596679.jpg,Избушка на лугу. 1880-е,Исаак Ильич Левитан,a painting of a house in a field,It's a meadow fragrance. 1880s.,Isaac Ilyich Levittan
./data/593121337.jpg,Сад в снегу. 1880-е,Исаак Ильич Левитан,a painting of trees in the snow,A garden in the snow. 1880s.,Isaac Ilyich Levittan
./data/914746093.jpg,Близ Бордигеры. На севере Италии,Исаак Ильич Левитан,a painting of a village,"Near Bordigera, north of Italy.",Isaac Ilyich Levittan
./data/295254516.jpg,Весна в Италии1. 1890,Исаак Ильич Левитан,a painting of a mountain scene with flowers and trees,Spring in Italy.1 1890,Isaac Ilyich Levittan
./data/873300170.jpg,Золотая осень. Слободка. 1889,Исаак Ильич Левитан,a painting of a rural landscape with houses and trees,Golden Autumn. 1889.,Isaac Ilyich Levittan
./data/838446044.jpg,Крепость. Финляндия. 1896,Исаак Ильич Левитан,a painting of a castle on a hill,Fort. Finland. 1896,Isaac Ilyich Levittan
./data/652392578.jpg,Лунный пейзаж. 1890-е,Исаак Ильич Левитан,a painting of a field with trees and a blue sky,The moonscape. 1890s.,Isaac Ilyich Levittan
./data/139413452.jpg,Осенний лес. 1899,Исаак Ильич Левитан,a painting of trees in the woods,Autumn forest. 1899,Isaac Ilyich Levittan
./data/249304199.jpg,Последние лучи солнца. Осиновый лес. 1897,Исаак Ильич Левитан,a painting of trees in the woods,"The last rays of sunshine, the oxen forest, 1897.",Isaac Ilyich Levittan
./data/768161010.jpg,Сжатое поле. 1897,Исаак Ильич Левитан,a painting of a field with a house in the background,Compressed field. 1897,Isaac Ilyich Levittan
./data/903210449.jpg,Венеция. Рива дельи Скьявони. 1890,Исаак Ильич Левитан,painting - venice canal by michael michael,"Venice, Riva deli Skyawoni. 1890",Isaac Ilyich Levittan
./data/930786132.jpg,Весна в Крыму2. 1900,Исаак Ильич Левитан,a painting of a stream in the woods,Spring in Crimea 2. 1900,Isaac Ilyich Levittan
./data/989370727.jpg,Весна. Журавли летят. 1880-е,Исаак Ильич Левитан,a drawing of a field with trees and birds,Spring. 1880s.,Isaac Ilyich Levittan
./data/912384033.jpg,Золотая осень. 1896,Исаак Ильич Левитан,a painting of trees by the water,Gold Autumn. 1896,Isaac Ilyich Levittan
./data/781838989.jpg,На озере. Удильщики. . Конец 1890-х,Исаак Ильич Левитан,a painting of two people in a canoe,"At the lake, the burglars, the end of the 1890s.",Isaac Ilyich Levittan
./data/131118774.jpg,Озеро Комо. Италия. 1894,Исаак Ильич Левитан,a painting of a body of water with a mountain in the background,Lake Como. Italy. 1894,Isaac Ilyich Levittan
./data/691641235.jpg,Озеро. Вечер. 1890-е,Исаак Ильич Левитан,a painting of a cloudy sky over the water,Lake. 1890s.,Isaac Ilyich Levittan
./data/354855346.jpg,Поезд в пути. 1890-е,Исаак Ильич Левитан,a painting of a train going through a field,The train is en route. 1890s.,Isaac Ilyich Levittan
./data/143972778.jpg,Разлив на Суре. 1887,Исаак Ильич Левитан,a painting of a river with a boat in the distance,The spill on Sura. 1887.,Isaac Ilyich Levittan
./data/718475341.jpg,Сумерки. Замок. 1898,Исаак Ильич Левитан,a painting of a castle in the distance,"Twilight, castle, 1898.",Isaac Ilyich Levittan
./data/769204711.jpg,Абрамцево. 1880-е,Исаак Ильич Левитан,a painting of a river with trees and grass,Abrahamtsevo. 1880th,Isaac Ilyich Levittan
./data/576422119.jpg,В парке. 1880,Исаак Ильич Левитан,a painting of trees and water in a forest,In the park. 1880.,Isaac Ilyich Levittan
./data/864923095.jpg,Вечер над болотом. 1882,Исаак Ильич Левитан,a painting of a landscape with a river and a house,Night over the marshes. 1882.,Isaac Ilyich Levittan
./data/542337036.jpg,Вид на Нижний Новгород. Начало 1890-х,Исаак Ильич Левитан,a painting of boats in the water,"The view of Lower Novgorod, the beginning of the 1890s.",Isaac Ilyich Levittan
./data/384985351.jpg,Волга с высокого берега. 1887,Исаак Ильич Левитан,a painting of a tree on a hill,Volga from the high shore. 1887.,Isaac Ilyich Levittan
./data/251309204.jpg,Дорога. 1898,Исаак Ильич Левитан,a painting of a dirt road in a green field,Road. 1898,Isaac Ilyich Levittan
./data/120187377.jpg,Зимой в Крыму,Исаак Ильич Левитан,a painting of a snowy landscape with trees and mountains in the background,In the winter in Crimea,Isaac Ilyich Levittan
./data/787716674.jpg,Колеус. 1894,Исаак Ильич Левитан,a painting of flowers on a table,Cole. 1894,Isaac Ilyich Levittan
./data/209478759.jpg,Лес. Солнечный день. . 1883-1884,Исаак Ильич Левитан,a painting of trees in a forest,The forest. Sunny day. 1883-1884.,Isaac Ilyich Levittan
./data/771813964.jpg,Лесное озеро. Заход солнца. 1890-е,Исаак Ильич Левитан,a painting of a lake with trees and grass,"The forest lake, sundown, 1890s.",Isaac Ilyich Levittan
./data/241613769.jpg,Луг на опушке леса. 1898,Исаак Ильич Левитан,a painting of a field with trees in the background,The meadow is in the woods. 1898.,Isaac Ilyich Levittan
./data/371554565.jpg,Над вечным покоем. 1893-1894,Исаак Ильич Левитан,a painting of a lake with a castle in the distance,Over eternal peace. 1893-1894.,Isaac Ilyich Levittan
./data/509844970.jpg,Ночь. Берег реки. Конец 1890-х,Исаак Ильич Левитан,a painting of a lake with a boat in the water,"Night, riverside, late 1890s.",Isaac Ilyich Levittan
./data/697216796.jpg,Озеро Комо3. 1894,Исаак Ильич Левитан,a painting of a lake with mountains in the background,Lake Como.3 1894,Isaac Ilyich Levittan
./data/778488159.jpg,Осеннее утро. Туман. 1887,Исаак Ильич Левитан,a painting of a lake with trees in the background,"Autumn, fog, 1887.",Isaac Ilyich Levittan
./data/550054931.jpg,Осенний солнечный день. 1897-1898,Исаак Ильич Левитан,a painting of a dirt road in the woods,Autumn Sunny Day. 1897-1898.,Isaac Ilyich Levittan
./data/266497802.jpg,Пейзаж с папоротником. 1890-е,Исаак Ильич Левитан,a painting of a forest with trees and leaves,A landscape with a fern. 1890s.,Isaac Ilyich Levittan
./data/983108520.jpg,Плёс. 1889,Исаак Ильич Левитан,a painting of a river with a house in the background,Slide. 1889.,Isaac Ilyich Levittan
./data/661291503.jpg,Ранняя весна. 1890-е,Исаак Ильич Левитан,a painting of a marsh with trees in the background,Early spring. 1890s.,Isaac Ilyich Levittan
./data/111892700.jpg,Речная заводь . Конец XIX века,Исаак Ильич Левитан,a painting of a river with trees and water,River . End of the 19th century,Isaac Ilyich Levittan
./data/854788208.jpg,Солнечный день. Весна. 1876-1877,Исаак Ильич Левитан,a painting of a house in the woods,"Sunny Day, Spring 1876-1877",Isaac Ilyich Levittan
./data/760827636.jpg,Тишина. 1898,Исаак Ильич Левитан,a painting of a river with a boat in the water,Quiet. 1898.,Isaac Ilyich Levittan
./data/759811401.jpg,Цветущие яблони1. 1896,Исаак Ильич Левитан,painting - spring blossoms by mary magnini,Flowers of apples1. 1896,Isaac Ilyich Levittan
./data/805075073.jpg,Берег Средиземного моря. 1890,Исаак Ильич Левитан,a painting of a beach with waves crashing on the shore,Mediterranean Coast. 1890,Isaac Ilyich Levittan
./data/594686889.jpg,В Альпах весной. 1897,Исаак Ильич Левитан,a painting of mountains and a river,In the Alps in the spring. 1897.,Isaac Ilyich Levittan
./data/227633666.jpg,Весна. Большая вода. 1896,Исаак Ильич Левитан,a painting of trees and water,"Spring, big water, 1896.",Isaac Ilyich Levittan
./data/106509399.jpg,Вечер. Золотой Плёс2. 1889,Исаак Ильич Левитан,a painting of a lighthouse on a hill,It's the Golden Plane 2. 1889.,Isaac Ilyich Levittan
./data/945068359.jpg,К вечеру. Река Истра. 1885,Исаак Ильич Левитан,a painting of a river in the countryside,"By evening, River Istra. 1885.",Isaac Ilyich Levittan
./data/913400268.jpg,Мелихово весной,Исаак Ильич Левитан,a painting of a tree in a field,In the spring.,Isaac Ilyich Levittan
./data/392868041.jpg,На Волге. 1888,Исаак Ильич Левитан,a painting of a lake with trees and a boat,On the Volga. 1888.,Isaac Ilyich Levittan
./data/502621459.jpg,На озере . 1893,Исаак Ильич Левитан,a painting of a lake with a house on the shore,At Lake 1893,Isaac Ilyich Levittan
./data/620147705.jpg,Озеро. Вечер. 1898-1899,Исаак Ильич Левитан,a painting of a lake with a sky and clouds,Lake 1898-1899.,Isaac Ilyich Levittan
./data/827267456.jpg,Осень. 1899,Исаак Ильич Левитан,a painting of trees in the woods,Autumn 1899,Isaac Ilyich Levittan
./data/422695922.jpg,Пейзаж с розовым закатом. Конец 1880-х,Исаак Ильич Левитан,a painting of a river with trees and water,The end of the 1880s.,Isaac Ilyich Levittan
./data/803839111.jpg,Последний снег. Саввинская слобода. 1884,Исаак Ильич Левитан,a painting of a river with snow on the ground,"Last snow, sabwin slob. 1884.",Isaac Ilyich Levittan
./data/380535888.jpg,Разлив. 1887,Исаак Ильич Левитан,a painting of boats in the water,The spill. 1887.,Isaac Ilyich Levittan
./data/154766845.jpg,Речка Истра. 1885-1886,Исаак Ильич Левитан,a painting of a river in a green field,River Istra. 1885-1886,Isaac Ilyich Levittan
./data/501687622.jpg,Серый день. Середина 1890-х,Исаак Ильич Левитан,a painting of a snowy road with trees,The middle of the 1890s.,Isaac Ilyich Levittan
./data/583837890.jpg,Татарское кладбище. Крым. 1886,Исаак Ильич Левитан,a painting of a mountain scene with a man on a horse,"Tatar Cemetery, Crimea, 1886",Isaac Ilyich Levittan
./data/990771484.jpg,Ай-Петри. 1886,Исаак Ильич Левитан,a painting of mountains and trees,I-Petrie. 1886.,Isaac Ilyich Levittan
./data/794281005.jpg,Ветхий дворик. Плёс. 1888-1890,Исаак Ильич Левитан,a painting of a barn with a stone path,The Old Palace. 1888-1890.,Isaac Ilyich Levittan
./data/200057983.jpg,Вечер после дождя. 1879,Исаак Ильич Левитан,a painting of a train track at sunset,Evening after rain. 1879.,Isaac Ilyich Levittan
./data/269573974.jpg,Деревенька. 1880-е,Исаак Ильич Левитан,a painting of a dirt road with houses in the background,It's a village. 1880s.,Isaac Ilyich Levittan
./data/565325927.jpg,Канал в Венеции. 1890,Исаак Ильич Левитан,a painting of a canal in venice,Canal in Venice. 1890,Isaac Ilyich Levittan
./data/295419311.jpg,Море. Финляндия. 1896,Исаак Ильич Левитан,a painting of a boat in the ocean,"The sea, Finland. 1896",Isaac Ilyich Levittan
./data/952182006.jpg,Озеро Комо2. 1894,Исаак Ильич Левитан,a painting of a mountain lake with a house in the distance,Lake Como2. 1894,Isaac Ilyich Levittan
./data/640911865.jpg,Озеро. 1893,Исаак Ильич Левитан,a painting of a river with trees and water,Lake 1893,Isaac Ilyich Levittan
./data/663269042.jpg,Озеро. Весна. 1898,Исаак Ильич Левитан,a painting of a lake with trees and clouds,"Lake, spring, 1898.",Isaac Ilyich Levittan
./data/795132446.jpg,Озеро1,Исаак Ильич Левитан,a painting of a lake with grass and clouds,Lake1,Isaac Ilyich Levittan
./data/891043090.jpg,Осень. Река. 1898-1899,Исаак Ильич Левитан,a painting of a lake with a house in the background,Autumn. 1898-1899,Isaac Ilyich Levittan
./data/834765625.jpg,Осиновая рощица. Серый день. 1884,Исаак Ильич Левитан,a painting of a forest with trees and grass,"Gray day, 1884.",Isaac Ilyich Levittan
./data/189099121.jpg,Папоротники у воды. 1895,Исаак Ильич Левитан,a painting of a forest scene with ferns and rocks,The ferns are by the water. 1895.,Isaac Ilyich Levittan
./data/375674438.jpg,Река. 1898-1899,Исаак Ильич Левитан,a painting of a river and a field,River 1898-1899,Isaac Ilyich Levittan
./data/193026733.jpg,Речка. 1888,Исаак Ильич Левитан,a painting of a river in the woods,River. 1888,Isaac Ilyich Levittan
./data/786315917.jpg,Серый день. 1888,Исаак Ильич Левитан,a painting of a field with a blue sky,Grey day. 1888.,Isaac Ilyich Levittan
./data/462988281.jpg,Солнечный день. 1898,Исаак Ильич Левитан,a painting of a tree in a yard,Sunny Day. 1898.,Isaac Ilyich Levittan
./data/268502807.jpg,Сумерки. Луна1. 1899,Исаак Ильич Левитан,a painting of a river with trees and a moon,"Twilight, moon 1, 1899.",Isaac Ilyich Levittan
./data/975527954.jpg,Три сосны. 1886,Исаак Ильич Левитан,a painting of trees in the mountains,Three pines. 1886.,Isaac Ilyich Levittan
./data/703698730.jpg,Альпы. Снега. 1897,Исаак Ильич Левитан,a painting of a mountain with snow on it,"Alps, snow. 1897.",Isaac Ilyich Levittan
./data/897442626.jpg,Буря. Дождь. 1899,Исаак Ильич Левитан,a painting of a village with trees and bushes,"The storm, the rain, 1899.",Isaac Ilyich Levittan
./data/779531860.jpg,Внутри Петропавловской церкви в Плёсена Волге. 1888,Исаак Ильич Левитан,a painting of a church with a wooden floor,Inside the Petropavlov church in Plössen Volga. 1888,Isaac Ilyich Levittan
./data/699935913.jpg,Лунная ночь. Деревня. 1897,Исаак Ильич Левитан,a painting of a farm with a tree in the fore,"The moonlight night, the village, 1897.",Isaac Ilyich Levittan
./data/772583007.jpg,Мостик. Саввинская слобода. 1884,Исаак Ильич Левитан,a painting of a farm with a stream,"Bridge, Savvin slob. 1884.",Isaac Ilyich Levittan
./data/960696411.jpg,Озеро Комо4. 1894,Исаак Ильич Левитан,a painting of boats in the water near a building,Lake Como.4 1894,Isaac Ilyich Levittan
./data/904803466.jpg,Осенний пейзаж1. 1890-е,Исаак Ильич Левитан,a painting of a country road with houses and trees,Autumn landscape 1. 1890th,Isaac Ilyich Levittan
./data/187780761.jpg,Осень. Березки. 1899,Исаак Ильич Левитан,a painting of trees in the fall,Autumn. 1899.,Isaac Ilyich Levittan
./data/172921752.jpg,Папоротники в лесу. 1895,Исаак Ильич Левитан,a painting of ferns in the forest,The ferns in the woods. 1895.,Isaac Ilyich Levittan
./data/603393554.jpg,Пасмурный день. 1890-е,Исаак Ильич Левитан,a painting of a river with a house in the background,Pasmus Day. 1890s.,Isaac Ilyich Levittan
./data/156689453.jpg,Порубка. 1898,Исаак Ильич Левитан,a painting of a village with a mountain in the background,Cut. 1898,Isaac Ilyich Levittan
./data/479055786.jpg,Сакля в Алупке. 1886,Исаак Ильич Левитан,a painting of a house in the desert,Sakla in Alupka. 1886,Isaac Ilyich Levittan
./data/171878051.jpg,У омута2. 1891,Исаак Ильич Левитан,a painting of a bridge over a river,For the ometh2. 1891,Isaac Ilyich Levittan
./data/602322387.jpg,Улица в Ялте. 1886,Исаак Ильич Левитан,a painting of a village with a man walking down the street,Street in Yalta. 1886,Isaac Ilyich Levittan
./data/864154052.jpg,Аллея. Останкино. 1880-е,Исаак Ильич Левитан,a painting of a road in the woods,Hello. 1880th.,Isaac Ilyich Levittan
./data/269903564.jpg,Деревня. 1890-е,Исаак Ильич Левитан,a painting of a field with trees and houses,The village. 1890s.,Isaac Ilyich Levittan
./data/633798217.jpg,Корниш. Юг Франции. 1895,Исаак Ильич Левитан,a painting of a mountain with a house on the top,"Cornis, South of France. 1895",Isaac Ilyich Levittan
./data/520309448.jpg,Крым. В горах. 1886,Исаак Ильич Левитан,a painting of a rocky landscape with trees,"Crimea, mountains, 1886.",Isaac Ilyich Levittan
./data/124856567.jpg,Любимцы. 1882,Исаак Ильич Левитан,a woman in a black and white dress is standing in the woods,Lovers. 1882.,Isaac Ilyich Levittan
